flightNumber,airline,origin,destination,dayOfWeek,scheduledDepartureTime,scheduledArrivalTime,validFrom,validTo
3307,SpiceJet,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:30,20:15,28-10-2018,30-03-2019
3463,SpiceJet,Hubli,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:25,10:45,28-10-2018,30-03-2019
1028,SpiceJet,Hubli,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:25,,28-10-2018,30-03-2019
3083,SpiceJet,Coimbatore,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",17:45,,28-10-2018,29-03-2019
1027,SpiceJet,Mangalore,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:15,10:15,28-10-2018,30-03-2019
1003,SpiceJet,Hyderabad,Vijayawada,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:10,,28-10-2018,29-03-2019
3710,SpiceJet,Hyderabad,Vijayawada,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",16:40,17:45,28-10-2018,29-03-2019
3417,SpiceJet,Bengaluru,Vijayawada,Tuesday,05:55,,30-10-2018,26-03-2019
3408,SpiceJet,Bengaluru,Vijayawada,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:05,17:35,28-10-2018,30-03-2019
3403,SpiceJet,Chennai,Vijayawada,Monday,12:40,13:55,30-10-2018,26-03-2019
3213,SpiceJet,Kolkata,Silchar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:10,,29-10-2018,30-03-2019
3467,SpiceJet,Bengaluru,Tuticorin,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:20,15:35,28-10-2018,30-03-2019
3591,SpiceJet,Chennai,Tuticorin,Saturday,06:05,,28-10-2018,28-10-2018
3593,SpiceJet,Chennai,Tuticorin,Monday,13:15,,30-10-2018,26-03-2019
8745,SpiceJet,Delhi,Kanpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:45,,28-10-2018,30-03-2019
3737,SpiceJet,Bengaluru,Gwalior,Monday,08:50,,02-04-2019,22-10-2019
8189,SpiceJet,Delhi,Pune,Saturday,00:30,,28-10-2018,28-10-2018
8938,SpiceJet,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:55,18:50,28-10-2018,30-03-2019
8733,SpiceJet,Delhi,Udaipur,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",18:55,20:15,28-10-2018,30-03-2019
1041,SpiceJet,Hyderabad,Tirupati,Tuesday,05:50,07:05,31-10-2018,27-03-2019
1094,SpiceJet,Hyderabad,Tirupati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:30,,28-10-2018,29-03-2019
1047,SpiceJet,Hyderabad,Tirupati,"Sunday,Monday,Wednesday,Thursday,Saturday",17:05,18:15,28-10-2018,29-03-2019
3345,SpiceJet,Lilabari,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:55,14:00,30-11-2018,30-03-2019
3319,SpiceJet,Dibrugarh,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:30,12:30,28-10-2018,30-03-2019
3320,SpiceJet,Dibrugarh,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:20,,28-10-2018,30-03-2019
3272,SpiceJet,Kolkata,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:20,21:45,28-10-2018,30-03-2019
3706,SpiceJet,Hyderabad,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:55,,28-10-2018,29-03-2019
3526,SpiceJet,Hyderabad,Chennai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:00,12:15,28-10-2018,30-03-2019
3252,SpiceJet,Calicut,Chennai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:15,12:45,28-10-2018,30-03-2019
3528,SpiceJet,Calicut,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:40,,28-10-2018,30-03-2019
3072,SpiceJet,Madurai,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:30,10:45,28-10-2018,30-03-2019
3074,SpiceJet,Kochi,Chennai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:55,19:20,28-10-2018,30-03-2019
3302,SpiceJet,Bengaluru,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:40,08:45,28-10-2018,30-03-2019
3318,SpiceJet,Bengaluru,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:50,22:10,28-10-2018,30-03-2019
3592,SpiceJet,Tuticorin,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:50,09:15,28-10-2018,30-03-2019
3594,SpiceJet,Tuticorin,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:00,16:30,28-10-2018,30-03-2019
3462,SpiceJet,Hubli,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:30,,28-10-2018,30-03-2019
3022,SpiceJet,Coimbatore,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",20:30,21:30,28-10-2018,29-03-2019
3024,SpiceJet,Coimbatore,Chennai,Monday,21:50,,30-10-2018,26-03-2019
3106,SpiceJet,Goa,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:35,,28-10-2018,30-03-2019
2892,SpiceJet,Goa,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:15,,28-10-2018,30-03-2019
3266,SpiceJet,Goa,Chennai,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",22:00,,28-10-2018,30-03-2019
2842,SpiceJet,Kolkata,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",02:55,,28-10-2018,30-03-2019
3522,SpiceJet,Mangalore,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:55,11:25,28-10-2018,30-03-2019
3461,SpiceJet,Chennai,Hubli,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:25,,29-10-2018,30-03-2019
3581,SpiceJet,Hyderabad,Surat,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",04:05,,10-11-2018,29-03-2019
2767,SpiceJet,Hyderabad,Surat,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:40,15:30,28-10-2018,30-03-2019
8473,SpiceJet,Delhi,Surat,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:40,07:45,28-10-2018,30-03-2019
8483,SpiceJet,Delhi,Surat,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:35,20:25,28-10-2018,30-03-2019
2684,SpiceJet,Mumbai,Surat,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:35,18:40,28-10-2018,30-03-2019
3465,SpiceJet,Bengaluru,Coimbatore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:35,10:30,28-10-2018,30-03-2019
3021,SpiceJet,Chennai,Coimbatore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",16:15,17:25,28-10-2018,29-03-2019
3023,SpiceJet,Chennai,Coimbatore,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:50,20:55,28-10-2018,30-03-2019
3346,SpiceJet,Guwahati,Lilabari,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:30,15:20,30-11-2018,30-03-2019
3603,SpiceJet,Hyderabad,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",17:10,,28-10-2018,29-03-2019
8211,SpiceJet,Delhi,Goa,Friday,09:10,11:40,03-11-2018,30-03-2019
8171,SpiceJet,Delhi,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:25,14:05,28-10-2018,30-03-2019
8144,SpiceJet,Delhi,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:50,20:35,28-10-2018,30-03-2019
2891,SpiceJet,Chennai,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:05,,29-10-2018,30-03-2019
3105,SpiceJet,Chennai,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:25,13:15,28-10-2018,30-03-2019
3265,SpiceJet,Chennai,Goa,Monday,19:35,,30-10-2018,26-03-2019
2789,SpiceJet,Surat,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:00,17:45,28-10-2018,30-03-2019
3329,SpiceJet,Varanasi,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:45,,28-10-2018,30-03-2019
3322,SpiceJet,Bagdogra,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:40,08:55,28-10-2018,30-03-2019
3221,SpiceJet,Bagdogra,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:55,17:25,28-10-2018,30-03-2019
3624,SpiceJet,Bagdogra,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:45,19:50,28-10-2018,30-03-2019
3472,SpiceJet,Bagdogra,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:40,,31-03-2019,26-10-2019
3214,SpiceJet,Silchar,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:30,08:55,28-10-2018,30-03-2019
3219,SpiceJet,Silchar,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:00,14:10,28-10-2018,30-03-2019
3217,SpiceJet,Guwahati,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:05,,28-10-2018,30-03-2019
2941,SpiceJet,Jabalpur,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:00,,30-11-2018,30-03-2019
1096,SpiceJet,Hyderabad,Jabalpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:55,13:35,28-10-2018,30-03-2019
2871,SpiceJet,Delhi,Jabalpur,Saturday,10:10,,28-10-2018,24-03-2019
2931,SpiceJet,Ahmedabad,Jabalpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",06:15,,29-10-2018,30-03-2019
1006,SpiceJet,Hyderabad,Mangalore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",07:15,,28-10-2018,29-03-2019
3548,SpiceJet,Hyderabad,Mangalore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:35,,15-11-2018,30-03-2019
3751,SpiceJet,Bengaluru,Mangalore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",04:30,06:55,31-03-2019,26-10-2019
3735,SpiceJet,Bengaluru,Mangalore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",04:40,,31-03-2019,25-10-2019
1535,GoAir,Thiruvananthapuram,Hyderabad,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:20,,31-03-2019,26-10-2019
1531,GoAir,Kochi,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",04:45,,31-03-2019,26-10-2019
1534,GoAir,Hyderabad,Thiruvananthapuram,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:20,,01-05-2019,26-10-2019
2210,GoAir,Kochi,Thiruvananthapuram,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:00,07:45,31-03-2019,26-10-2019
1421,GoAir,Chennai,Thiruvananthapuram,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",03:30,,31-03-2019,25-10-2019
920,GoAir,Chennai,Thiruvananthapuram,Saturday,04:50,,27-10-2019,27-10-2019
204,GoAir,Leh,Delhi,Saturday,08:20,,31-03-2019,31-03-2019
2412,GoAir,Bengaluru,Varanasi,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:50,,31-03-2019,26-10-2019
2410,GoAir,Chennai,Varanasi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",03:00,,01-04-2019,26-10-2019
1801,GoAir,Bengaluru,Nagpur,Monday,07:30,,03-12-2019,28-03-2020
268,GoAir,Delhi,Lucknow,"Sunday,Tuesday,Friday",12:00,,01-04-2019,23-10-2019
110,GoAir,Ahmedabad,Lucknow,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",13:30,,28-10-2019,28-03-2020
1536,GoAir,Hyderabad,Kochi,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:45,,01-05-2019,26-10-2019
2215,GoAir,Thiruvananthapuram,Kochi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:05,21:15,31-03-2019,26-10-2019
2611,GoAir,Visakhapatnam,Kochi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:40,13:45,31-03-2019,26-10-2019
2501,GoAir,Delhi,Mumbai,Saturday,02:40,,27-10-2019,27-10-2019
2604,GoAir,Ahmedabad,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",11:40,,28-10-2019,28-03-2020
2505,GoAir,Ahmedabad,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",13:50,,28-10-2019,28-03-2020
562,GoAir,Chandigarh,Mumbai,Saturday,07:55,,07-04-2019,28-04-2019
2507,GoAir,Chandigarh,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:55,22:25,27-10-2019,28-03-2020
1532,GoAir,Hyderabad,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:50,,01-05-2019,26-10-2019
2610,GoAir,Kochi,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:25,22:10,31-03-2019,26-10-2019
1802,GoAir,Bengaluru,Port Blair,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:30,09:00,01-12-2019,28-03-2020
1305,GoAir,Chennai,Port Blair,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",04:25,06:30,01-03-2020,28-03-2020
1316,GoAir,Varanasi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",16:55,,01-04-2019,26-10-2019
109,GoAir,Chandigarh,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",11:05,12:55,28-10-2019,28-03-2020
1423,GoAir,Chennai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday",03:35,,01-04-2019,25-10-2019
2612,GoAir,Kochi,Jaipur,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:15,,31-03-2019,26-10-2019
2213,GoAir,Nagpur,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:05,15:15,31-03-2019,26-10-2019
1711,GoAir,Chennai,Ranchi,"Sunday,Tuesday,Thursday,Saturday",19:30,,01-05-2019,25-10-2019
561,GoAir,Mumbai,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:00,07:35,01-04-2019,30-04-2019
1422,GoAir,Thiruvananthapuram,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:30,03:00,31-03-2019,26-10-2019
1710,GoAir,Thiruvananthapuram,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:55,,31-03-2019,26-10-2019
1712,GoAir,Ranchi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:50,,31-03-2019,26-10-2019
2102,GoAir,Kolkata,Surat,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",04:00,,02-04-2019,26-10-2019
2104,GoAir,Kolkata,Agartala,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:30,,31-03-2019,26-10-2019
2101,GoAir,Nagpur,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:55,,31-03-2019,26-10-2019
190,GoAir,Delhi,Srinagar,Saturday,05:20,,31-03-2019,31-03-2019
3416,Air India,Chandigarh,Leh,"Tuesday,Friday",10:55,,30-10-2019,28-03-2020
597,Air India,Chennai,Kolkata,"Sunday,Tuesday,Thursday,Saturday",16:50,19:15,27-10-2019,27-03-2020
1722,AirAsia India,Bengaluru,Hyderabad,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:20,13:25,27-10-2019,28-03-2020
2381,AirAsia India,Chennai,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:05,20:50,31-03-2019,25-10-2019
6050,AirAsia India,Indore,Delhi,Saturday,16:40,,20-10-2019,20-10-2019
1354,AirAsia India,Bengaluru,Kochi,Friday,06:20,07:25,27-10-2019,28-03-2020
1228,AirAsia India,Bengaluru,Ahmedabad,Monday,16:45,,12-11-2019,28-03-2020
1229,AirAsia India,Ahmedabad,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:35,21:45,09-11-2019,28-03-2020
1359,AirAsia India,Indore,Bengaluru,Monday,10:40,,02-04-2019,22-10-2019
2473,AirAsia India,Kolkata,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:45,11:20,31-03-2019,26-10-2019
1882,AirAsia India,Bengaluru,Guwahati,Monday,05:25,,27-10-2019,28-03-2020
2382,AirAsia India,Hyderabad,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:20,22:25,31-03-2019,25-10-2019
6312,TestIndigo,Chandigarh,Hyderabad,Monday,06:55,,30-04-2019,30-04-2019
6274,TestIndigo,Udaipur,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:15,,30-04-2019,26-10-2019
7167,TestIndigo,Tirupati,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:35,,31-03-2019,26-10-2019
7968,TestIndigo,Belgaum,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:15,18:40,27-10-2019,28-03-2020
6173,TestIndigo,Chennai,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:25,18:50,31-03-2019,26-10-2019
6215,TestIndigo,Chennai,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:25,20:40,31-03-2019,26-10-2019
6843,TestIndigo,Chennai,Hyderabad,Saturday,03:50,,27-10-2019,27-10-2019
6006,TestIndigo,Chennai,Hyderabad,"Monday,Friday",15:35,,29-10-2019,28-03-2020
6316,TestIndigo,Coimbatore,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:00,,27-10-2019,28-03-2020
6009,TestIndigo,Coimbatore,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:10,20:35,27-10-2019,28-03-2020
7227,TestIndigo,Bhopal,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:55,12:10,31-03-2019,26-10-2019
6513,TestIndigo,Kolkata,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:00,11:10,31-03-2019,26-10-2019
7255,TestIndigo,Kochi,Thiruvananthapuram,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:50,09:50,31-03-2019,26-10-2019
6992,TestIndigo,Bengaluru,Thiruvananthapuram,Saturday,15:45,17:05,27-10-2019,28-03-2020
6137,TestIndigo,Chennai,Thiruvananthapuram,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:00,10:25,27-10-2019,28-03-2020
6052,TestIndigo,Thiruvananthapuram,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:40,16:05,31-03-2019,26-10-2019
2804,TestIndigo,Bhubaneswar,Delhi,Tuesday,07:50,10:25,03-04-2019,23-10-2019
2021,TestIndigo,Bhubaneswar,Delhi,"Tuesday,Saturday",14:05,16:25,27-10-2019,25-03-2020
5019,TestIndigo,Bhubaneswar,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:25,18:55,27-10-2019,28-03-2020
5037,TestIndigo,Bhubaneswar,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:50,21:15,27-10-2019,28-03-2020
5061,TestIndigo,Bagdogra,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:20,14:35,27-10-2019,28-03-2020
5024,TestIndigo,Bagdogra,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:10,20:25,27-10-2019,28-03-2020
114,TestIndigo,Lucknow,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:45,,31-03-2019,26-10-2019
6613,TestIndigo,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:05,,31-03-2019,27-10-2019
6126,TestIndigo,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:35,11:45,31-03-2019,26-10-2019
6448,TestIndigo,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:30,16:45,31-03-2019,26-10-2019
6097,TestIndigo,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:15,17:30,31-03-2019,26-10-2019
5017,TestIndigo,Amritsar,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:00,08:10,27-10-2019,28-03-2020
2025,TestIndigo,Amritsar,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:20,09:40,01-12-2019,15-02-2020
5026,TestIndigo,Amritsar,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:45,,27-10-2019,28-03-2020
2045,TestIndigo,Ahmedabad,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",11:55,13:25,28-10-2019,28-03-2020
2562,TestIndigo,Bengaluru,Delhi,"Sunday,Tuesday,Wednesday,Thursday,Friday",04:00,06:50,27-10-2019,28-03-2020
5032,TestIndigo,Bengaluru,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:30,11:30,27-10-2019,28-03-2020
5022,TestIndigo,Bengaluru,Delhi,Monday,09:55,13:00,27-10-2019,28-03-2020
2032,TestIndigo,Bengaluru,Delhi,Monday,10:25,,27-10-2019,31-12-2019
5009,TestIndigo,Bengaluru,Delhi,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:00,15:50,27-10-2019,28-03-2020
6013,TestIndigo,Indore,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:45,08:25,31-03-2019,26-10-2019
6409,TestIndigo,Indore,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:55,18:35,31-03-2019,26-10-2019
2038,TestIndigo,Allahabad,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:50,14:10,27-10-2019,28-03-2020
2138,TestIndigo,Chandigarh,Delhi,Saturday,06:15,,27-10-2019,27-10-2019
6571,TestIndigo,Pune,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:30,09:45,31-03-2019,26-10-2019
6906,TestIndigo,Guwahati,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:45,16:25,31-03-2019,26-10-2019
6646,TestIndigo,Guwahati,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:35,18:20,31-03-2019,26-10-2019
2118,TestIndigo,Chennai,Delhi,Saturday,04:00,,27-10-2019,27-10-2019
5007,TestIndigo,Chennai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:25,09:20,27-10-2019,28-03-2020
5002,TestIndigo,Chennai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:50,13:45,27-10-2019,28-03-2020
2588,TestIndigo,Chennai,Delhi,"Sunday,Tuesday,Wednesday,Thursday,Saturday",15:05,18:10,27-10-2019,27-03-2020
2029,TestIndigo,Chennai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:30,,27-10-2019,28-03-2020
5005,TestIndigo,Chennai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:45,,27-10-2019,28-03-2020
2084,TestIndigo,Coimbatore,Delhi,Saturday,06:20,,27-10-2019,27-10-2019
2685,TestIndigo,Coimbatore,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:10,,27-10-2019,28-03-2020
2036,TestIndigo,Bhopal,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:30,09:50,27-10-2019,28-03-2020
2023,TestIndigo,Bhopal,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:25,,27-10-2019,28-03-2020
2041,TestIndigo,Bhopal,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:10,22:45,01-12-2019,14-02-2020
5015,TestIndigo,Agartala,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:40,,27-10-2019,28-03-2020
6532,TestIndigo,Goa,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",00:50,03:25,31-03-2019,26-10-2019
6324,TestIndigo,Kolkata,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:00,09:25,31-03-2019,26-10-2019
2024,TestIndigo,Delhi,Varanasi,Saturday,06:20,,27-10-2019,27-10-2019
2803,TestIndigo,Delhi,Bhubaneswar,Tuesday,04:30,06:40,03-04-2019,23-10-2019
2014,TestIndigo,Delhi,Bhubaneswar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:05,21:15,31-03-2019,26-10-2019
6799,TestIndigo,Ahmedabad,Bhubaneswar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",17:10,19:30,28-10-2019,28-03-2020
6131,TestIndigo,Guwahati,Bhubaneswar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:25,,01-04-2019,26-10-2019
6869,TestIndigo,Kolkata,Bhubaneswar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:50,21:05,31-03-2019,26-10-2019
1236,TestIndigo,Bhubaneswar,Nagpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:30,,27-10-2019,28-03-2020
6912,TestIndigo,Bengaluru,Nagpur,Saturday,20:55,,31-03-2019,20-10-2019
1227,TestIndigo,Bhopal,Nagpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:50,21:50,27-10-2019,28-03-2020
6053,TestIndigo,Ahmedabad,Bagdogra,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:50,12:05,27-10-2019,28-03-2020
